codigo_curso	curriculo	codigo_disciplina	codigo_prerequisito
91125100	2009	9101163	9101077
91125100	2009	9101177	9101163
91125100	2009	9101173	9101162
91125100	2009	9101175	9101156
91125100	2009	9101075	9101151
91125100	2009	9101075	9101166
91125100	2009	9101176	9101163
91125100	2009	9101176	9101166
91125100	2009	9101174	9101154
91125100	2009	9101174	9101156
91125100	2009	9101182	9101172
91125100	2009	9101187	9101168
91125100	2009	9101183	9101156
91125100	2009	9101183	9101162
91125100	2009	9101184	9101175
91125100	2009	9101185	9101075
91125100	2009	9101186	9101152
91125100	2009	9101205	9101091
91125100	2009	9101205	9101177
91125100	2009	9101203	9101166
91125100	2009	9101203	9101176
91125100	2009	9101207	9101183
91125100	2009	9101206	9101185
91125100	2009	9101202	9101183
91125100	2009	9101204	9101176
91125100	2009	9101225	9101177
91125100	2009	9101225	9101206
91125100	2009	9101228	9101203
91125100	2009	9101228	9101204
91125100	2009	9101223	9101202
91125100	2009	9101223	9101207
91125100	2009	9101226	9101186
91125100	2009	9101226	9101177
91125100	2009	9101227	9101186
91125100	2009	9101224	9101166
91125100	2009	9101224	9101075
91125100	2009	9101169	9101185
91125100	2009	9101169	9101202
91125100	2009	9101235	9101174
91125100	2009	9101235	9101202
91125100	2009	9101155	9101223
91125100	2009	9101165	9101156
91125100	2009	9101165	9101177
91125100	2009	9101160	9101186
91125100	2009	9101234	9101186
91125100	2009	9101245	9101182
91125100	2009	9101245	9101155
91125100	2009	9101246	9101235
91125100	2009	9101247	9101204
91125100	2009	9101247	9101186
91125100	2009	9101247	9101169
71131100	2009	7102009	7102002
71131100	2009	7102011	7102002
71131100	2009	7102020	7102009
71131100	2009	7102023	7102011
71131100	2009	7102021	7102009
71131100	2009	7102025	7102004
71131100	2009	7102025	7102005
71131100	2009	7102024	7102012
71131100	2009	7102046	7102023
71131100	2009	7102045	7102023
71131100	2009	7102044	7102011
71131100	2009	7102029	7102003
71131100	2009	7102050	7102020
71131100	2009	7102050	7102023
71131100	2009	7102068	7102022
71131100	2009	7102053	7102001
71131100	2009	7102065	7102050
71131100	2009	7102048	7102025
71131100	2009	7102066	7102045
71131100	2009	7102069	7102050
71131100	2009	7102093	7102024
71131100	2009	7102062	7102065
71131100	2009	7102091	7102001
71131100	2009	7102095	7102065
71131100	2009	7102092	7102067
71131100	2009	7102080	7102044
71131100	2009	7102118	7102066
71131100	2009	7102121	7102012
71131100	2009	7102121	7102080
71131100	2009	7102119	7102068
71131100	2009	7102120	7102024
71131100	2009	7102120	7102062
71131100	2009	7102122	7102062
71131100	2009	7102244	7102025
71131100	2009	7102247	7102067
71131100	2009	7102247	7102118
71131100	2009	7102246	7102026
71131100	2009	7102246	7102119
71131100	2009	7102248	7102120
71131100	2009	7102243	7102118
71131100	2009	7102245	7102025
71131100	2009	7102245	7102091
71131100	2009	7102266	7102119
71131100	2009	7102266	7102243
71131100	2009	7102266	7102093
71131100	2009	7102103	7102051
71131100	2009	7102270	7102120
71131100	2009	7102269	7102119
71131100	2009	7102267	7102245
71131100	2009	7102268	7102026
71131100	2009	7102268	7102243
11126100	2009	1109049	1109035
11126100	2009	1109131	1109126
11126100	2009	1108023	1108030
11126100	2009	1108081	1108030
11126100	2009	1106081	1107232
11126100	2009	1109128	1109131
11126100	2009	1109128	1109035
11126100	2009	1411075	1411001
11126100	2009	1106082	1106081
11126100	2009	1108101	1108023
11126100	2009	1108100	1108081
11126100	2009	1106083	1108081
11126100	2009	1106083	1106082
11126100	2009	1109010	1109131
11126100	2009	1109010	1109049
11126100	2009	1114129	1109131
11126100	2009	1108099	1109131
11126100	2009	1108099	1108081
11126100	2009	1107256	1107232
11126100	2009	1107256	1107255
11126100	2009	1106084	1106083
11126100	2009	1106085	1106083
11126100	2009	1106086	1109010
11126100	2009	1106086	1108081
11126100	2009	1114130	1114129
11126100	2009	1106087	1108081
11126100	2009	1106087	1109128
11126100	2009	1404026	1108100
11126100	2009	1404026	1108101
11126100	2009	1106089	1106083
11126100	2009	1106088	1106086
11126100	2009	1106088	1106083
11126100	2009	1106094	1106083
11126100	2009	1106092	1106083
11126100	2009	1106095	1106094
11126100	2009	1106090	1106089
11126100	2009	1105146	1106092
11126100	2009	1113025	1301014
11126100	2009	1301076	1301014
11126100	2009	1105366	1105146
11126100	2009	1106096	1106095
11126100	2009	1106096	1106086
11126100	2009	1106091	1106090
11126100	2009	1113034	1301014
11126100	2009	1106097	1106083
11126100	2009	1106097	1503070
15127100	1992	1109049	1109035
15127100	1992	1510081	1510125
15127100	1992	1109131	1109126
15127100	1992	1109128	1109131
15127100	1992	1109128	1109035
15127100	1992	1411075	1411001
15127100	1992	1411075	1109131
15127100	1992	1411075	1109049
15127100	1992	1510072	1510119
15127100	1992	1510072	1510118
15127100	1992	1113057	1113006
15127100	1992	1510125	1510112
15127100	1992	1404026	1108100
15127100	1992	1109010	1109131
15127100	1992	1109010	1109049
15127100	1992	1510082	1510079
15127100	1992	1510131	1510048
15127100	1992	1510131	1510122
15127100	1992	1510131	1510074
15127100	1992	1503034	1108081
15127100	1992	1503034	1109131
15127100	1992	1108023	1108030
15127100	1992	1108024	1108023
15127100	1992	1108024	1108081
15127100	1992	1108030	1109126
15127100	1992	1108030	1109035
15127100	1992	1108081	1108030
15127100	1992	1108081	1109131
15127100	1992	1108100	1109128
15127100	1992	1108100	1108081
15127100	1992	1510047	1510049
15127100	1992	1510047	1510110
15127100	1992	1510069	1114052
15127100	1992	1510110	1510108
15127100	1992	1510049	1510108
15127100	1992	1510106	1107131
15127100	1992	1510122	1510112
15127100	1992	1510122	1510079
15127100	1992	1510122	1510119
15127100	1992	1510048	1510119
15127100	1992	1510098	1510119
15127100	1992	1510098	1510074
15127100	1992	1510079	1109010
15127100	1992	1510079	1510049
15127100	1992	1510079	1503048
15127100	1992	1510080	1510079
15127100	1992	1108028	1108030
15127100	1992	1108028	1109131
15127100	1992	1108029	1108028
15127100	1992	1108029	1109128
15127100	1992	1510075	1510118
15127100	1992	1510107	1510106
15127100	1992	1510119	1108100
15127100	1992	1510119	1510049
15127100	1992	1510112	1510049
15127100	1992	1510112	1510110
15127100	1992	1510112	1510069
15127100	1992	1510085	1114052
15127100	1992	1510085	1109049
15127100	1992	1510108	1510107
15127100	1992	1114052	1109131
15127100	1992	1510090	1510112
15127100	1992	1510090	1510119
15127100	1992	1510035	1510107
15127100	1992	1503048	1108028
15127100	1992	1510083	1510119
15127100	1992	1510092	1113057
15127100	1992	1510084	1510085
15127100	1992	1510118	1510035
15127100	1992	1510118	1510108
15127100	1992	1510118	1503034
15127100	1992	1510120	1510118
15127100	1992	1510074	1510120
15127100	2010	1109049	1109035
15127100	2010	1109131	1109126
15127100	2010	1108023	1108030
15127100	2010	1108081	1109035
15127100	2010	1108081	1109126
15127100	2010	1108081	1108030
15127100	2010	1510106	1107232
15127100	2010	1510107	1107232
15127100	2010	1109128	1109035
15127100	2010	1109128	1109131
15127100	2010	1108100	1109131
15127100	2010	1108100	1108081
15127100	2010	1108099	1108030
15127100	2010	1108099	1109131
15127100	2010	1510108	1510106
15127100	2010	1510108	1510107
15127100	2010	1113057	1113019
15127100	2010	1404026	1108100
15127100	2010	1510110	1510108
15127100	2010	1510109	1510108
15127100	2010	1114129	1109131
15127100	2010	1114129	1109049
15127100	2010	1503048	1108099
15127100	2010	1301014	1510112
15127100	2010	1503118	1108081
15127100	2010	1503118	1108099
15127100	2010	1510111	1503048
15127100	2010	1307177	1307169
15127100	2010	1510112	1510109
15127100	2010	1510112	1510110
15127100	2010	1510113	1113057
15127100	2010	1510117	1510108
15127100	2010	1510101	1510112
15127100	2010	1510116	1510119
15127100	2010	1510119	1503048
15127100	2010	1510114	1114129
15127100	2010	1510118	1503118
15127100	2010	1510115	1301014
15127100	2010	1510123	1114129
15127100	2010	1510123	1510112
15127100	2010	1510124	1510101
15127100	2010	1510120	1510118
15127100	2010	1510125	1510115
15127100	2010	1510129	1510119
15127100	2010	1510128	1510122
15127100	2010	1510126	1510120
15127100	2010	1510127	1510121
15127100	2010	1510131	1510121
15127100	2010	1510131	1510122
15127100	2010	1510131	1510120
11135100	2009	1109049	1109035
11135100	2009	1109131	1109126
11135100	2009	1108023	1108030
11135100	2009	1108081	1108030
11135100	2009	1108081	1109126
11135100	2009	1108081	1109035
11135100	2009	1105365	1107263
11135100	2009	1105365	1510100
11135100	2009	1109128	1109131
11135100	2009	1109128	1109035
11135100	2009	1411075	1411001
11135100	2009	1108101	1108023
11135100	2009	1108100	1108081
11135100	2009	1106121	1108081
11135100	2009	1106121	1108023
11135100	2009	1106121	1105365
11135100	2009	1109134	1109128
11135100	2009	1109134	1109049
11135100	2009	1105368	1106121
11135100	2009	1510101	1108100
11135100	2009	1510101	1108023
11135100	2009	1114129	1109131
11135100	2009	1114129	1109049
11135100	2009	1510102	1106121
11135100	2009	1108099	1109131
11135100	2009	1108099	1108081
11135100	2009	1105369	1510101
11135100	2009	1109010	1109131
11135100	2009	1109010	1109049
11135100	2009	1114130	1114129
11135100	2009	1105371	1510102
11135100	2009	1105372	1107263
11135100	2009	1105370	1109134
11135100	2009	1105370	1108100
11135100	2009	1105376	1105371
11135100	2009	1404026	1108100
11135100	2009	1404026	1108101
11135100	2009	1105374	1109134
11135100	2009	1105374	1109010
11135100	2009	1105375	1105371
11135100	2009	1503133	1107263
11135100	2009	1105380	1105374
11135100	2009	1105378	1109134
11135100	2009	1105378	1105374
11135100	2009	1105378	1105371
11135100	2009	1105379	1105370
11135100	2009	1105382	1105368
11135100	2009	1105383	1105376
11135100	2009	1113025	1301014
11135100	2009	1113034	1301014
11135100	2009	1105387	1105382
11135100	2009	1107315	1105380
11133100	2005	1109049	1109035
11133100	2005	1109131	1109126
11133100	2005	1301103	1113018
11133100	2005	1106058	1107232
11133100	2005	1109128	1109131
11133100	2005	1113023	1113019
11133100	2005	1108023	1108030
11133100	2005	1108031	1109126
11133100	2005	1108031	1108030
11133100	2005	1108031	1109035
11133100	2005	1303089	1301103
11133100	2005	1114129	1109131
11133100	2005	1114127	1109049
11133100	2005	1411075	1109126
11133100	2005	1411075	1411001
11133100	2005	1303090	1303089
11133100	2005	1108100	1108031
11133100	2005	1108100	1109131
11133100	2005	1105358	1109128
11133100	2005	1105358	1108031
11133100	2005	1108098	1108030
11133100	2005	1108098	1109131
11133100	2005	1113024	1301103
11133100	2005	1404026	1108100
11133100	2005	1301105	1303090
11133100	2005	1301104	1303090
11133100	2005	1114130	1114129
11133100	2005	1305259	1113024
11133100	2005	1113030	1114129
11133100	2005	1411201	1301104
11133100	2005	1105338	1113024
11133100	2005	1113025	1305259
11133100	2005	1107236	1503070
11133100	2005	1113026	1305259
11133100	2005	1107237	1114130
11133100	2005	1301106	1411201
11133100	2005	1301018	1411201
11133100	2005	1113047	1113025
11133100	2005	1113047	1113023
11133100	2005	1301108	1301018
11133100	2005	1105359	1301106
11133100	2005	1113034	1113024
11133100	2005	1301107	1113024
11133100	2005	1113028	1105338
11133100	2005	1113035	1113023
11133100	2005	1113035	1105338
11133100	2005	1113035	1113026
11133100	2005	1113037	1305218
71133100	2009	7102009	7102002
71133100	2009	7102011	7102002
71133100	2009	7102028	7102009
71133100	2009	7102023	7102011
71133100	2009	7102021	7102009
71133100	2009	7102029	7102003
71133100	2009	7102030	7102008
71133100	2009	7102040	7102030
71133100	2009	7102020	7102028
71133100	2009	7102046	7102023
71133100	2009	7102045	7102023
71133100	2009	7102044	7102023
71133100	2009	7102079	7102040
71133100	2009	7102081	7102030
71133100	2009	7102078	7102040
71133100	2009	7102080	7102044
71133100	2009	7102050	7102023
71133100	2009	7102106	7102045
71133100	2009	7102106	7102046
71133100	2009	7102102	7102078
71133100	2009	7102065	7102050
71133100	2009	7102105	7102081
71133100	2009	7102101	7102078
71133100	2009	7102104	7102047
71133100	2009	7102131	7102040
71133100	2009	7102132	7102101
71133100	2009	7102129	7102021
71133100	2009	7102128	7102101
71133100	2009	7102130	7102081
71133100	2009	7102263	7102132
71133100	2009	7102262	7102128
71133100	2009	7102264	7102131
71133100	2009	7102260	7102129
71133100	2009	7102261	7102040
71133100	2009	7102259	7102129
71133100	2009	7102118	7102259
71133100	2009	7102279	7102262
71133100	2009	7102277	7102261
71133100	2009	7102280	7102262
71133100	2009	7102281	7102261
71133100	2009	7102278	7102261
14123100	1999	1109049	1109035
14123100	1999	1109053	1109103
14123100	1999	1108023	1108030
14123100	1999	1108081	1108030
14123100	1999	1411161	1411160
14123100	1999	1109105	1109053
14123100	1999	1109105	1109035
14123100	1999	1108083	1108023
14123100	1999	1108083	1109053
14123100	1999	1108083	1108081
14123100	1999	1109106	1109053
14123100	1999	1109106	1109049
14123100	1999	1108084	1108081
14123100	1999	1108084	1108023
14123100	1999	1108084	1109053
14123100	1999	1108098	1109053
14123100	1999	1108098	1108030
14123100	1999	1411075	1109106
14123100	1999	1411075	1411161
14123100	1999	1404137	1108083
14123100	1999	1404137	1109106
14123100	1999	1404137	1108084
14123100	1999	1404141	1108083
14123100	1999	1404141	1108084
14123100	1999	1404141	1109105
14123100	1999	1404139	1108083
14123100	1999	1404139	1109106
14123100	1999	1404139	1108084
14123100	1999	1404142	1108083
14123100	1999	1404142	1108084
14123100	1999	1404142	1109105
14123100	1999	1108029	1108098
14123100	1999	1114107	1109053
14123100	1999	1109108	1109105
14123100	1999	1404160	1109108
14123100	1999	1404160	1109106
14123100	1999	1404138	1404137
14123100	1999	1404138	1404139
14123100	1999	1404144	1404137
14123100	1999	1404144	1404139
14123100	1999	1404144	1108083
14123100	1999	1404144	1108084
14123100	1999	1106058	1107212
14123100	1999	1106058	1108029
14123100	1999	1404140	1404137
14123100	1999	1404140	1404139
14123100	1999	1404147	1404137
14123100	1999	1404147	1404139
14123100	1999	1404143	1404141
14123100	1999	1404143	1404142
14123100	1999	1114109	1114107
14123100	1999	1404165	1404163
14123100	1999	1404165	1404164
14123100	1999	1404152	1404138
14123100	1999	1404152	1404140
14123100	1999	1404152	1404141
14123100	1999	1404152	1404142
14123100	1999	1404145	1404138
14123100	1999	1404145	1404140
14123100	1999	1404145	1404144
14123100	1999	1404145	1404147
14123100	1999	1503034	1108081
14123100	1999	1503034	1109053
14123100	1999	1503034	1108023
14123100	1999	1503034	1108029
14123100	1999	1404166	1404163
14123100	1999	1404166	1404164
14123100	1999	1404153	1404138
14123100	1999	1404153	1404140
14123100	1999	1404153	1404141
14123100	1999	1404153	1404142
14123100	1999	1404148	1404138
14123100	1999	1404148	1404140
14123100	1999	1404148	1404144
14123100	1999	1404148	1404147
14123100	1999	1404161	1404160
14123100	1999	1404161	1114109
14123100	1999	1404156	1404160
14123100	1999	1404151	1106058
14123100	1999	1404151	1108083
14123100	1999	1404151	1108084
14123100	1999	1404136	1404138
14123100	1999	1404136	1404140
14123100	1999	1404136	1411075
14123100	1999	1404155	1404152
14123100	1999	1404155	1404153
14123100	1999	1404154	1404152
14123100	1999	1404154	1404153
14123100	1999	1404150	1106058
14123100	1999	1404150	1108083
14123100	1999	1404150	1108084
14123100	1999	1404135	1404138
14123100	1999	1404135	1404140
14123100	1999	1404135	1411075
14123100	1999	1404157	1404156
14123100	1999	1404157	1404158
14123100	1999	1404146	1404145
14123100	1999	1404146	1404148
14123100	1999	1404133	1404150
14123100	1999	1404133	1404151
14123100	1999	1404133	1404135
14123100	1999	1404133	1404136
14123100	1999	1404159	1404156
14123100	1999	1404159	1404158
14123100	1999	1404149	1404145
14123100	1999	1404149	1404148
14123100	1999	1404134	1404150
14123100	1999	1404134	1404151
14123100	1999	1404134	1404135
14123100	1999	1404134	1404136
14123100	1999	1301018	1303021
14123100	1999	1404210	1404135
14123100	1999	1404210	1404136
41403100	1996	4102131	4102036
41403100	1996	4102106	4102135
41403100	1996	4102128	4102172
41403100	1996	4102128	4102179
41403100	1996	4102128	4102136
41403100	1996	4102063	4102179
41403100	1996	4102063	4102203
41403100	1996	4102085	4102139
41403100	1996	4102094	4102117
41403100	1996	4102102	4102002
41403100	1996	4102123	4102101
41403100	1996	4102179	4102094
41403100	1996	4102127	4102017
41403100	1996	4102127	4102097
41403100	1996	4102035	4102163
41403100	1996	4102035	4102003
41403100	1996	4102035	4102002
41403100	1996	4102036	4102168
41403100	1996	4102036	4102130
41403100	1996	4102002	4102172
41403100	1996	4102182	4102118
41403100	1996	4102097	4102162
41403100	1996	4102105	4102129
41403100	1996	4102067	4102097
41403100	1996	4102023	4102201
41403100	1996	4102024	4102162
41403100	1996	4102017	4102024
41403100	1996	4102159	4102085
41403100	1996	4102159	4102136
41403100	1996	4102120	4102203
41403100	1996	4102121	4102120
41403100	1996	4102086	4102117
41403100	1996	4102080	4102017
41403100	1996	4102080	4102203
41403100	1996	4102168	4102162
41403100	1996	4102042	4102127
41403100	1996	4102042	4102121
41403100	1996	4102026	4102080
41403100	1996	4102072	4102174
41403100	1996	4102072	4102035
41403100	1996	4102188	4102035
41403100	1996	4102189	4102035
41403100	1996	4102189	4102059
41403100	1996	4102059	4102102
41403100	1996	4102130	4102042
41403100	1996	4102101	4102017
41403100	1996	4102058	4102086
41403100	1996	4102058	4102135
41403100	1996	4102003	4102017
41403100	1996	4102151	4102085
41403100	1996	4102193	4102151
41403100	1996	4102061	4102087
41403100	1996	4102061	4102201
41403100	1996	4102135	4102125
41403100	1996	4102135	4102101
41403100	1996	4102135	4102049
41403100	1996	4102129	4102017
41403100	1996	4102129	4102128
41403100	1996	4102196	4102003
41403100	1996	4102172	4102139
41403100	1996	4102049	4102002
41403100	1996	4102124	4102159
41403100	1996	4102124	4102179
41403100	1996	4102126	4102135
41403100	1996	4102050	4102129
41403100	1996	4102203	4102015
41403100	1996	4102125	4102124
41403100	2009	4102094	4102171
41403100	2009	4102162	4102165
41403100	2009	4102169	4102165
41403100	2009	4102172	4102139
41403100	2009	4102161	4102139
41403100	2009	4102179	4102094
41403100	2009	4102127	4102097
41403100	2009	4102097	4102162
41403100	2009	4102173	4102169
41403100	2009	4102203	4102164
41403100	2009	4102183	4102179
41403100	2009	4102183	4102171
41403100	2009	4102159	4102161
41403100	2009	4102159	4102171
41403100	2009	4102235	4102203
41403100	2009	4102166	4102097
41403100	2009	4102166	4102171
41403100	2009	4102186	4102173
41403100	2009	4102176	4102159
41403100	2009	4102181	4102163
41403100	2009	4102182	4102174
41403100	2009	4102067	4102097
41403100	2009	4102191	4102186
41403100	2009	4102193	4102170
41403100	2009	4102197	4102194
41403100	2009	4102177	4102201
41403100	2009	4102080	4102169
41403100	2009	4102168	4102162
41403100	2009	4102042	4102127
41403100	2009	4102190	4102169
41403100	2009	4102190	4102194
41403100	2009	4102192	4102159
41403100	2009	4102192	4102197
41403100	2009	4102195	4102183
41403100	2009	4102125	4102176
41403100	2009	4102123	4102190
41403100	2009	4102180	4102168
41403100	2009	4102187	4102190
41403100	2009	4102187	4102125
41403100	2009	4102189	4102181
41403100	2009	4102189	4102186
41403100	2009	4102058	4102166
41403100	2009	4102058	4102067
41403100	2009	4102052	4102195
41403100	2009	4102050	4102195
41403100	2009	4102105	4102169
41403100	2009	4102105	4102195
41403100	2009	4102188	4102181
41403100	2009	4102234	4102197
41403100	2009	4102130	4102042
41403100	2009	4102200	4102235
41403100	2009	4102199	4102187
41403100	2009	4102175	4102203
41403100	2009	4102175	4102180
41403100	2009	4102178	4102105
41403100	2009	4102185	4102180
41403100	2009	4102196	4102191
41403100	2009	4102198	4102234
41403100	2009	4102205	4102204
41403100	2009	4102202	4102160
11124100	1992	1109049	1109035
11124100	1992	1109053	1109050
11124100	1992	1108030	1109050
11124100	1992	1108030	1109035
11124100	1992	1109051	1109053
11124100	1992	1109051	1109035
11124100	1992	1105181	1113008
11124100	1992	1108023	1108030
11124100	1992	1108031	1108030
11124100	1992	1108031	1109053
11124100	1992	1108028	1108030
11124100	1992	1108028	1109053
11124100	1992	1114052	1109053
11124100	1992	1105024	1105181
11124100	1992	1109010	1109053
11124100	1992	1109010	1109049
11124100	1992	1108024	1108023
11124100	1992	1108024	1108031
11124100	1992	1105160	1107131
11124100	1992	1108029	1108028
11124100	1992	1108029	1109051
11124100	1992	1105159	1109051
11124100	1992	1105159	1108031
11124100	1992	1404026	1108025
11124100	1992	1105182	1105160
11124100	1992	1105161	1109051
11124100	1992	1105161	1108029
11124100	1992	1105162	1105181
11124100	1992	1105162	1108029
11124100	1992	1105119	1105181
11124100	1992	1503048	1108028
11124100	1992	1411075	1109053
11124100	1992	1411075	1109049
11124100	1992	1411075	1411001
11124100	1992	1105184	1105162
11124100	1992	1105184	1105024
11124100	1992	1105183	1105159
11124100	1992	1105183	1105161
11124100	1992	1105164	1503048
11124100	1992	1105165	1105119
11124100	1992	1105167	1105184
11124100	1992	1105167	1105164
11124100	1992	1105185	1105183
11124100	1992	1105185	1105184
11124100	1992	1105013	1105163
11124100	1992	1105019	1105182
11124100	1992	1105166	1109010
11124100	1992	1105166	1105159
11124100	1992	1105187	1303021
11124100	1992	1105187	1105163
11124100	1992	1105020	1503048
11124100	1992	1105020	1105182
11124100	1992	1105186	1105166
11124100	1992	1105186	1105183
11124100	1992	1105025	1105167
11124100	1992	1105169	1105159
11124100	1992	1105170	1105165
11124100	1992	1105021	1109010
11124100	1992	1105021	1105184
11124100	1992	1108025	1109051
11124100	1992	1108025	1108031
11124100	1992	1113008	1105155
11128100	1990	1109049	1109035
11128100	1990	1109131	1109126
11128100	1990	1109128	1109131
11128100	1990	1109128	1109035
11128100	1990	1411075	1109131
11128100	1990	1411075	1411001
11128100	1990	1107140	1107011
11128100	1990	1107140	1107149
11128100	1990	1107141	1107140
11128100	1990	1404026	1108100
11128100	1990	1107143	1107140
11128100	1990	1107143	1107005
11128100	1990	1107157	1107143
11128100	1990	1109010	1109131
11128100	1990	1109010	1109049
11128100	1990	1107280	1107136
11128100	1990	1107280	1109010
11128100	1990	1107281	1107280
11128100	1990	1107282	1107280
11128100	1990	1108023	1108030
11128100	1990	1108101	1108023
11128100	1990	1108101	1108081
11128100	1990	1108030	1109126
11128100	1990	1108030	1109035
11128100	1990	1108081	1108030
11128100	1990	1108081	1109131
11128100	1990	1108100	1109128
11128100	1990	1108100	1108081
11128100	1990	1107014	1107010
11128100	1990	1107010	1108081
11128100	1990	1107010	1107232
11128100	1990	1107010	1107177
11128100	1990	1107011	1107010
11128100	1990	1107142	1107146
11128100	1990	1107034	1107293
11128100	1990	1107146	1107281
11128100	1990	1107146	1107282
11128100	1990	1107146	1107140
11128100	1990	1107146	1303021
11128100	1990	1107030	1503036
11128100	1990	1108098	1108030
11128100	1990	1108098	1109131
11128100	1990	1108029	1109128
11128100	1990	1107291	1107280
11128100	1990	1107292	1107281
11128100	1990	1107292	1107282
11128100	1990	1107293	1107282
11128100	1990	1107136	1108081
11128100	1990	1107136	1109128
11128100	1990	1107305	1109131
11128100	1990	1107147	1107146
11128100	1990	1107147	1107293
11128100	1990	1107147	1107292
11128100	1990	1107147	1107141
11128100	1990	1107025	1107024
11128100	1990	1107023	1107150
11128100	1990	1107022	1107023
11128100	1990	1107159	1107150
11128100	1990	1107159	1107005
11128100	1990	1107150	1107232
11128100	1990	1107114	1107232
11128100	1990	1107005	1107114
11128100	1990	1107148	1109128
11128100	1990	1107148	1108081
11128100	1990	1107149	1107148
11128100	1990	1107149	1107010
11128100	2009	1109049	1109035
11128100	2009	1109131	1109126
11128100	2009	1108023	1108030
11128100	2009	1108081	1108030
11128100	2009	1107290	1107232
11128100	2009	1107290	1107255
11128100	2009	1107296	1107232
11128100	2009	1107304	1107232
11128100	2009	1107304	1107255
11128100	2009	1109128	1109035
11128100	2009	1109128	1109131
11128100	2009	1109010	1109131
11128100	2009	1109010	1109035
11128100	2009	1108101	1108081
11128100	2009	1108101	1108023
11128100	2009	1108100	1108081
11128100	2009	1108100	1108023
11128100	2009	1107271	1107294
11128100	2009	1107297	1107296
11128100	2009	1107277	1108081
11128100	2009	1107277	1109128
11128100	2009	1107277	1109010
11128100	2009	1404026	1108100
11128100	2009	1404026	1108101
11128100	2009	1107284	1107297
11128100	2009	1107289	1107232
11128100	2009	1107289	1107255
11128100	2009	1107256	1107232
11128100	2009	1107256	1107255
11128100	2009	1107298	1108081
11128100	2009	1107298	1109128
11128100	2009	1107298	1109010
11128100	2009	1107280	1108081
11128100	2009	1107280	1109128
11128100	2009	1107280	1109010
11128100	2009	1107285	1107298
11128100	2009	1107285	1107284
11128100	2009	1108099	1109128
11128100	2009	1107272	1107304
11128100	2009	1107299	1107298
11128100	2009	1107299	1107277
11128100	2009	1107275	1107298
11128100	2009	1107281	1107280
11128100	2009	1107282	1107280
11128100	2009	1107286	1107285
11128100	2009	1107291	1107280
11128100	2009	1107291	1107285
11128100	2009	1107305	1109131
11128100	2009	1107276	1107282
11128100	2009	1107276	1107275
11128100	2009	1107267	1107305
11128100	2009	1107267	1107297
11128100	2009	1107287	1107286
11128100	2009	1107292	1107281
11128100	2009	1107293	1107281
11128100	2009	1107293	1107282
11128100	2009	1107293	1107299
11128100	2009	1107266	1107297
11128100	2009	1107269	1107292
11128100	2009	1107269	1107293
11128100	2009	1107269	1107275
11128100	2009	1107278	1107292
11128100	2009	1107278	1107293
11128100	2009	1107278	1107275
11128100	2009	1107273	1107276
11128100	2009	1107268	1107269
11128100	2009	1107279	1107278
11128100	2009	1107236	1107277
11128100	2009	1107236	1107256
11128100	2009	1107288	1107287
11128100	2009	1107274	1107305
11128100	2009	1107300	1107269
11128100	2009	1107300	1107278
11128100	2009	1107300	1107266
11128100	2009	1107300	1107273
11128100	2009	1107301	1107268
11128100	2009	1107301	1107279
11128100	2009	1107301	1107236
11128100	2009	1107301	1107274
11128100	2009	1107301	1107300
11128100	2009	1107301	1107288
11134100	2010	1109049	1109035
11134100	2010	1114184	1114180
11134100	2010	1109131	1109126
11134100	2010	1411278	1411001
11134100	2010	1114183	1109126
11134100	2010	1114183	1114179
11134100	2010	1109128	1109131
11134100	2010	1109128	1109035
11134100	2010	1109010	1109049
11134100	2010	1109010	1109131
11134100	2010	1114187	1114184
11134100	2010	1114187	1411278
11134100	2010	1114127	1109049
11134100	2010	1114185	1114183
11134100	2010	1114186	1109049
11134100	2010	1114190	1114185
11134100	2010	1109189	1109128
11134100	2010	1303116	1109128
11134100	2010	1114192	1114185
11134100	2010	1114191	1114185
11134100	2010	1114191	1109128
11134100	2010	1114195	1114190
11134100	2010	1114198	1114190
11134100	2010	1114198	1114191
11134100	2010	1114197	1114190
11134100	2010	1114196	1114190
11134100	2010	1114199	1114190
11134100	2010	1114199	1303116
11134100	2010	1114205	1114198
11134100	2010	1114203	1114190
11134100	2010	1114202	1114196
11134100	2010	1114201	1114198
11134100	2010	1114204	1109049
11134100	2010	1114204	1114198
11134100	2010	1114207	1114198
11134100	2010	1114208	1114198
11134100	2010	1114209	1114190
51203100	2007	5101093	5101039
51203100	2007	5102013	5101068
51203100	2007	5101035	5101001
51203100	2007	5102019	5102004
51203100	2007	5101073	5101068
51203100	2007	5101056	5101068
51203100	2007	5102017	5102013
51203100	2007	5101092	5101001
51203100	2007	5101115	5101068
51203100	2007	5101098	5101073
51203100	2007	5101071	5101056
51203100	2007	5102049	5101068
51203100	2007	5102050	5102019
51203100	2007	5102047	5102002
51203100	2007	5102047	5102011
51203100	2007	5102010	5102019
51203100	2007	5102010	5102017
51203100	2007	5102052	5101071
51203100	2007	5102048	5101071
51203100	2007	5101097	5101071
51203100	2007	5102063	5102011
51203100	2007	5102063	5102050
51203100	2007	5102063	5102003
51203100	2007	5101118	5101071
51203100	2007	5102067	5102051
51203100	2007	5102066	5102050
51203100	2007	5102064	5102051
51203100	2007	5101155	5101098
51203100	2007	5101155	5101071
51203100	2007	5102065	5102048
51203100	2007	5102085	5102069
51203100	2007	5102084	5102047
51203100	2007	5102084	5102063
